"","ID","date","postcode","property_type","whether_old_or_new","freehold_or_leasehold","address1","address2","address3","town","local_aut","county","postcode_short","current_energy_rating","total_floor_area","number_habitable_rooms","co2_emissions_current","co2_emissions_potential","energy_consumption_current","energy_consumption_potential","windows_energy_eff","tenure","latitude","longitude","population","altitude","london_zone","nearest_station","water_company","average_income","district","type_of_closest_station","num_tube_lines","num_rail_lines","num_light_rail_lines","distance_to_station","asking_price","predict","pred_profit"
"1544",3289,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E13","C",60,4,2.1,0.5,199,40,"Average","rental (social)",51.531364,0.017149,92,5,3,"plaistow","Thames Water",43200,"Newham","tube",2,0,0,0.1565928,290000,323996.663969427,0.117229875756646
"1545",10807,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW11","F",90.84,5,8.2,6.6,495,386,"Very Poor","owner-occupied",51.464957,-0.153948,81,20,2,"clapham common","Thames Water",80600,"Wandsworth","tube",1,0,0,0.8867378,1017000,976702.014249962,-0.0396243714356327
"1546",6349,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"BR6","C",128,6,3.8,2.1,169,92,"Average","owner-occupied",51.369048,0.122815,25,92,6,"chelsfield","Thames Water",55700,"Bromley","rail",0,1,0,1.609426,714000,578097.520275631,-0.190339607457099
"1547",6476,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"UB10","E",78,5,4.9,1.1,359,74,"Average","owner-occupied",51.536669,-0.453455,36,58,6,"uxbridge","Affinity Water",57800,"Hillingdon","tube",2,0,0,1.774097,545000,426825.287359925,-0.216834335119403
"1548",4973,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE9","E",44,2,3.4,3.4,436,430,"Average","owner-occupied",51.429019,0.04666,91,62,4,"elmstead woods","Thames Water",45800,"Greenwich","rail",0,1,0,1.0321454,225000,214681.829495602,-0.0458585355751039
"1549",7545,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N21","C",56,3,3.2,1.7,339,182,"Average","owner-occupied",51.647776,-0.111147,37,63,5,"grange park","Thames Water",61700,"Enfield","rail",0,1,0,0.8830094,377000,311726.924665453,-0.173138130860867
"1550",6785,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E17","C",74,3,2.6,0.9,199,64,"Average","owner-occupied",51.592665,-0.036326,112,16,3,"blackhorse road","Thames Water",50700,"Waltham Forest","tube",1,0,1,0.6468774,510000,459506.808350755,-0.0990062581357736
"1551",833,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"IG8","D",85,4,4.4,2,296,133,"Average","owner-occupied",51.601779,0.001756,154,37,4,"highams park","Thames Water",62400,"Redbridge","light_rail",0,0,1,0.6319638,444000,502263.700301771,0.131224550229214
"1552",2514,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW4","D",48.8,2,2.9,1.8,354,222,"Very Poor","owner-occupied",51.457693,-0.142121,69,29,2,"clapham south","Thames Water",71500,"Lambeth","tube",1,0,0,0.4182022,450000,466053.366438232,0.0356741476405157
"1553",823,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW16","B",45.74,2,0.8,0.8,87,87,"Good","owner-occupied",51.41019,-0.138454,63,31,3,"streatham common","Thames Water",53700,"Croydon","rail",0,1,0,1.0103964,264000,251893.478467001,-0.0458580361098456
"1554",13436,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM11","E",112.9,6,6.2,6,300,292,"Average","owner-occupied",51.572986,0.211182,97,26,6,"emerson park","Essex & Suffolk Water",54000,"Havering","light_rail",0,0,1,0.4983628,579000,477617.92214255,-0.17509858006468
"1555",3959,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N14","C",54,3,1.5,1.2,149,120,"Good","owner-occupied",51.628173,-0.126323,68,71,4,"southgate","Thames Water",47600,"Enfield","tube",1,0,0,0.3815396,383000,310184.012552369,-0.190120071664833
"1556",1934,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"DA16","E",94,4,6.4,3.5,388,210,"Average","owner-occupied",51.464449,0.11912,31,45,5,"bexleyheath","Thames Water",54000,"Bexley","rail",0,1,0,0.7537582,429000,466616.895537363,0.0876850711826644
"1557",9588,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"BR1","D",204,7,8.3,4.4,231,122,"Average","owner-occupied",51.407224,0.049497,29,89,5,"chislehurst","Thames Water",72000,"Bromley","rail",0,1,0,0.866853,1256000,1232765.89724826,-0.0184984894520218
"1558",11232,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N4","D",65,3,2.8,2.3,226,183,"Average","owner-occupied",51.577223,-0.113312,115,62,3,"harringay","Thames Water",65500,"Hackney","rail",0,1,0,0.4032886,479000,444933.682835881,-0.0711196600503533
"1559",8605,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N9","D",68,4,3.6,1.3,302,105,"Average","owner-occupied",51.636028,-0.050378,152,15,4,"ponders end","Thames Water",40300,"Enfield","rail",0,1,0,1.3944216,377000,309541.271858506,-0.178935618412451
"1560",15027,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW11","D",79.15,3,4.3,3.8,297,263,"Very Poor","owner-occupied",51.43214,-0.347137,88,16,6,"fulwell","Thames Water",71700,"Richmond upon Thames","rail",0,1,0,0.4362228,710000,489336.018148642,-0.310794340635716
"1561",2263,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"RM7","C",67,4,1.5,1.2,117,97,"Good","owner-occupied",51.565926,0.169328,98,16,6,"romford","Essex & Suffolk Water",48400,"Havering","light_rail",0,1,1,1.329796,248000,328274.811716631,0.3236887569219
"1562",7048,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E17","D",56.74,2,3.9,3.9,414,410,"Very Poor","owner-occupied",51.571287,-0.030205,160,8,3,"lea bridge","Thames Water",54700,"Waltham Forest","rail",0,1,0,0.5524246,389000,365773.759643501,-0.0597075587570662
"1563",9975,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SM4","E",68,5,4.1,1.7,338,137,"Poor","owner-occupied",51.391413,-0.194241,120,38,4,"st helier","SES Water",46900,"Merton","rail",0,1,0,0.2355106,4e+05,346522.856469235,-0.133692858826913
"1564",3856,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW1","C",75,3,3.2,3.2,254,254,"Very Poor","owner-occupied",51.539179,-0.150355,57,36,2,"camden town","Thames Water",54500,"Camden","tube",1,0,0,0.4933916,3270000,600800.010420995,-0.816269109962999
"1565",13970,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"HA6","C",140,7,4.7,2.8,192,110,"Average","owner-occupied",51.602536,-0.421068,32,63,6,"northwood hills","Affinity Water",55500,"Hillingdon","tube",1,0,0,0.9929972,750000,628792.830225276,-0.161609559699632
"1566",13388,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW18","D",55.65,3,4,4,432,427,"Very Poor","owner-occupied",51.455333,-0.189557,98,11,2,"wandsworth town","Thames Water",58200,"Wandsworth","rail",0,1,0,0.5741736,496000,568896.25417573,0.146968254386552
"1567",2364,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"W12","D",217,5,8,3.7,190,87,"Poor","rental (social)",51.508303,-0.235905,129,10,2,"shepherds bush market","Thames Water",53900,"Hammersmith and Fulham","tube",2,0,0,0.4119882,1929000,2042247.00250851,0.0587076218291922
"1568",4917,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW6","D",145,5,6.5,4.1,209,124,"Poor","owner-occupied",51.471237,-0.192225,56,7,2,"parsons green","Thames Water",58900,"Hammersmith and Fulham","tube",1,0,0,0.7823426,1711000,1286215.73823322,-0.248266663802911
"1569",7004,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW20","D",114,5,4.6,1.9,228,91,"Average","owner-occupied",51.417836,-0.22439,26,52,4,"raynes park","Thames Water",75500,"Merton","rail",0,1,0,1.0669438,971000,784481.89939127,-0.192088672099619
"1570",2330,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"W2","D",241.26,9,8.8,8.5,211,202,"Very Poor","owner-occupied",51.517335,-0.192966,45,26,2,"royal oak","Thames Water",56500,"Westminster","tube",2,0,0,0.397696,4517000,2456114.64345703,-0.456250909130611
"1571",1341,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"HA4","D",56,3,2.2,1.4,224,146,"Good","owner-occupied",51.554338,-0.394509,69,35,5,"south ruislip","Affinity Water",56600,"Hillingdon","tube",1,1,0,0.3691116,361000,310449.849829811,-0.140028116814927
"1572",6406,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"DA15","D",112,6,4.6,2,222,92,"Average","owner-occupied",51.448188,0.100723,31,34,5,"sidcup","Thames Water",56500,"Bexley","rail",0,1,0,1.109199,593000,603165.062671962,0.0171417583001045
"1573",1145,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"KT9","C",77,5,2.5,0.7,184,47,"Average","owner-occupied",51.372102,-0.304676,51,38,6,"chessington north","Thames Water",57500,"Kingston upon Thames","rail",0,1,0,0.7189598,429000,442394.932581797,0.031223619071787
"1574",5258,NA,NA,"T","N","F",NA,NA,NA,"PLUMSTEAD",NA,NA,"SE18","E",61,3,4.1,1.2,346,95,"Poor","owner-occupied",51.484949,0.095801,137,36,4,"plumstead","Thames Water",43900,"Greenwich","rail",0,1,0,0.7649434,339000,301676.423218677,-0.110099046552575
"1575",5287,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"KT4","D",74,4,3.2,0.9,247,69,"Average","owner-occupied",51.369132,-0.238687,95,46,5,"stoneleigh","SES Water",55400,"Sutton","rail",0,1,0,0.7400874,538000,414959.355475117,-0.228700082760006
"1576",14389,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW13","D",77,5,2.8,0.6,205,42,"Average","owner-occupied",51.444711,-0.383219,97,20,5,"whitton","Thames Water",44100,"Hounslow","rail",0,1,0,1.6112902,424000,410329.806296139,-0.0322410228864644
"1577",13185,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW11","C",72.226,3,1.9,1.5,163,131,"Average","rental (social)",51.431475,-0.325626,38,11,6,"teddington","Thames Water",71700,"Richmond upon Thames","rail",0,1,0,0.7413302,633000,484251.507995179,-0.234989718806984
"1578",3903,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM9","E",73,4,4.4,1.1,314,74,"Average","rental (social)",51.550926,0.130435,130,10,5,"becontree","Essex & Suffolk Water",40900,"Barking and Dagenham","tube",1,0,0,0.9463922,351000,309681.141377237,-0.117717545933797
"1579",13777,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW14","D",42,2,2.3,2,330,285,"Average","owner-occupied",51.448958,-0.42037,179,20,6,"feltham","Affinity Water",53700,"Hounslow","rail",0,1,0,0.7028034,226000,210739.486201548,-0.0675243973382816
"1580",7489,NA,NA,"T","N","F",NA,NA,NA,"RAYNES PARK",NA,NA,"SW20","E",98,5,6.6,2.4,402,145,"Average","owner-occupied",51.401196,-0.228288,74,18,4,"motspur park","Thames Water",67300,"Merton","rail",0,1,0,0.7046676,662000,654021.138075489,-0.0120526615173884
"1581",11694,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"DA17","E",88,4,5.1,1.3,330,84,"Average","owner-occupied",51.479274,0.146061,42,45,5,"belvedere","Thames Water",50100,"Bexley","rail",0,1,0,1.3409812,436000,417595.864825835,-0.0422113192068006
"1582",10890,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SM4","C",67,4,2.1,0.8,182,63,"Average","owner-occupied",51.387186,-0.18831,110,46,4,"st helier","SES Water",46900,"Merton","rail",0,1,0,0.7357376,362000,345928.670418753,-0.0443959380697444
"1583",11285,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"CR0","B",60,3,1.1,1.1,100,93,"Good","owner-occupied",51.386765,-0.092685,111,53,4,"selhurst","Thames Water",46000,"Croydon","rail",0,1,0,0.484692,294000,313744.022903444,0.0671565404879056
"1584",8569,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR3","D",181,9,8.1,3.3,252,103,"Very Poor","owner-occupied",51.412176,-0.043997,106,32,3,"kent house","Thames Water",61300,"Bromley","rail",0,1,0,0.2031978,1111000,1309994.03637763,0.179112543994267
"1585",1285,NA,NA,"T","N","F",NA,NA,NA,"YIEWSLEY",NA,NA,"UB7","E",73,5,4.5,1.6,354,122,"Very Poor","owner-occupied",51.512683,-0.476575,86,27,6,"west drayton","Affinity Water",51700,"Hillingdon","rail",0,1,0,0.295165,419000,354664.42988609,-0.153545513398353
"1586",1889,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"EN1","E",92,5,5.2,2.1,319,130,"Good","owner-occupied",51.647221,-0.070958,158,25,5,"bush hill park","Thames Water",51700,"Enfield","light_rail",0,0,1,0.5151406,471000,422585.966153424,-0.102789880778292
"1587",1360,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM7","D",79,4,3.2,0.9,227,64,"Good","owner-occupied",51.574008,0.168486,114,17,6,"romford","Essex & Suffolk Water",48400,"Havering","light_rail",0,1,1,0.8401328,420000,375122.688741294,-0.106850741092157
"1588",1601,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W8","D",34,2,2.5,1.3,432,231,"Very Poor","rental (private)",51.499233,-0.197629,43,14,1,"high street kensington","Thames Water",69200,"Kensington and Chelsea","tube",2,0,0,0.503334,585000,428439.142176592,-0.267625397988732
"1589",3028,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW4","D",79.81,4,3.6,3.3,235,212,"Very Poor","owner-occupied",51.456365,-0.141182,44,27,2,"clapham south","Thames Water",71500,"Lambeth","tube",1,0,0,0.459836,806000,774224.384716024,-0.0394238403027
"1590",12131,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW11","C",146,6,5.6,5.4,167,159,"Average","owner-occupied",51.458792,-0.167861,117,17,2,"clapham junction","Thames Water",74000,"Wandsworth","light_rail",0,1,1,0.5791448,1721000,1389564.19651572,-0.192583267567855
"1591",3376,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SW19","F",80,4,6.3,2.5,449,174,"Very Poor","owner-occupied",51.409979,-0.205038,59,17,3,"merton park","Thames Water",72900,"Merton","light_rail",0,0,1,0.438087,753000,673695.95326375,-0.105317459145087
"1592",13125,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"UB5","D",118,6,4,1.6,193,73,"Average","owner-occupied",51.554117,-0.379747,176,43,5,"northolt","Affinity Water",45700,"Ealing","tube",1,0,0,0.8457254,529000,475318.495357649,-0.101477324465692
"1593",8527,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM3","D",86,4,4.2,1.8,276,118,"Average","owner-occupied",51.609016,0.214319,78,50,6,"harold wood","Essex & Suffolk Water",36500,"Havering","rail",0,1,0,1.7007718,341000,279221.429619471,-0.181168828095394
"1594",2698,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW4","E",67,5,4.8,1.7,380,131,"Average","rental (social)",51.472706,-0.12825,62,9,2,"stockwell","Thames Water",49100,"Lambeth","tube",2,0,0,0.3753256,529000,467370.208305194,-0.116502441767119
"1595",5338,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW18","D",90,5,4.2,4.1,256,251,"Good","owner-occupied",51.450225,-0.197718,116,11,3,"southfields","Thames Water",76700,"Wandsworth","tube",1,0,0,0.6568198,915000,718523.67573301,-0.214728223242612
"1596",1497,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E17","D",75,4,3.2,1.4,243,101,"Average","owner-occupied",51.591231,-0.030685,174,19,3,"blackhorse road","Thames Water",51700,"Waltham Forest","tube",1,0,1,0.6903754,632000,442303.852320781,-0.300152132403827
"1597",838,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SW10","D",414,10,20,10,216,112,"Average","owner-occupied",51.488618,-0.181685,20,14,1,"gloucester road","Thames Water",63300,"Kensington and Chelsea","tube",3,0,0,0.6313424,16513000,8889603.43098767,-0.461660302126344
"1598",6422,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"EN1","D",41.29,2,2.7,1.5,391,219,"Average","rental (private)",51.648804,-0.065514,87,24,5,"bush hill park","Thames Water",51700,"Enfield","light_rail",0,0,1,0.633828,283000,217361.995883345,-0.2319364103062
"1599",945,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW10","E",155,6,8.3,2.9,279,97,"Average","owner-occupied",51.485727,-0.180245,66,14,2,"west brompton","Thames Water",63300,"Kensington and Chelsea","tube",1,1,1,0.9886474,2564000,1412626.27563231,-0.449053714651986
"1600",5192,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE6","D",73,3,3.1,0.8,245,56,"Average","rental (private)",51.437401,-0.031654,68,26,3,"bellingham","Thames Water",45100,"Lewisham","rail",0,1,0,0.739466,462000,388606.68467661,-0.158859989877467
"1601",13920,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"DA15","D",107,6,3.8,1.4,200,74,"Average","owner-occupied",51.442622,0.088121,71,36,4,"new eltham","Thames Water",59300,"Bexley","rail",0,1,0,0.975598,558000,631798.225990679,0.132254885287955
"1602",10086,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SE20","E",144,8,7,2.8,278,109,"Poor","rental (private)",51.41989,-0.049781,102,37,4,"penge east","Thames Water",55200,"Bromley","rail",0,1,0,0.2156258,809000,717496.148649372,-0.113107356428464
"1603",15361,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"SW19","E",110,5,6,2,310,100,"Average","rental (social)",51.420764,-0.172676,107,17,3,"colliers wood","Thames Water",64700,"Merton","tube",1,0,0,0.2665806,786000,845576.669410599,0.0757972893264623
"1604",9581,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"IG6","C",54,2,2,1.7,215,180,"Average","rental (social)",51.610984,0.117272,130,46,4,"grange hill","Thames Water",41800,"Redbridge","tube",1,0,0,1.4111994,257000,245342.101465808,-0.0453614728956878
"1605",11525,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SM5","E",73,3,4.4,1,342,72,"Poor","owner-occupied",51.38171,-0.166985,128,28,4,"hackbridge","SES Water",48600,"Sutton","rail",0,1,0,0.8364044,342000,375694.395579885,0.0985216245025875
"1606",10009,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SM3","D",91,6,3.8,1.3,237,80,"Average","owner-occupied",51.387555,-0.210016,62,33,4,"st helier","SES Water",55000,"Sutton","rail",0,1,0,0.801606,496000,513058.957167059,0.0343930588045535
"1607",12365,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"KT1","C",97.15,5,3.1,2.5,195,152,"Good","rental (private)",51.40804,-0.295036,107,12,6,"kingston","Thames Water",53300,"Kingston upon Thames","rail",0,1,0,0.7320092,662000,425514.073169287,-0.357229496723131
"1608",15196,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW3","C",44,2,1.5,1.5,198,203,"Average","owner-occupied",51.47139,-0.354703,197,21,4,"hounslow east","Thames Water",51600,"Hounslow","tube",1,0,0,0.2721732,240000,218870.965926295,-0.08803764197377
"1609",14673,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N11","D",145,5,6.5,3.9,236,139,"Average","owner-occupied",51.618022,-0.149116,53,60,4,"new southgate","Affinity Water",54300,"Barnet","rail",0,1,0,0.397696,382000,768231.949776729,1.01107840255688
"1610",8369,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW7","C",45,2,1.4,0.8,178,104,"Very Poor","owner-occupied",51.49355,-0.178973,10,13,1,"gloucester road","Thames Water",70100,"Kensington and Chelsea","tube",3,0,0,0.3840252,742000,603750.724329592,-0.186319778531547
"1611",5353,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N5","D",121,5,4.7,1.7,221,80,"Poor","owner-occupied",51.549674,-0.100763,82,40,2,"highbury and islington","Thames Water",65600,"Islington","tube",1,1,1,0.273416,1496000,1125467.20568176,-0.247682349143206
"1612",7261,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"CR3","D",144.5,7,4.9,3.8,259,203,"Average","owner-occupied",51.296437,-0.108476,66,175,6,"whyteleafe south","SES Water",53700,"Croydon","rail",0,1,0,1.9275828,563000,631872.057811085,0.122330475685764
"1613",8355,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE23","C",92,5,2.9,0.8,176,50,"Average","owner-occupied",51.450804,-0.042635,78,40,3,"honor oak park","Thames Water",60600,"Lewisham","light_rail",0,0,1,0.1143376,709000,539924.708622295,-0.2384700865694
"1614",2017,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR6","D",75,4,3.2,1.3,242,95,"Average","owner-occupied",51.362825,0.085753,58,84,6,"orpington","Thames Water",61600,"Bromley","rail",0,1,0,1.1700962,463000,412268.667923348,-0.109570911612639
"1615",903,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SE13","D",94,5,4.6,2,279,118,"Poor","owner-occupied",51.461514,-0.020626,134,30,3,"ladywell","Thames Water",60400,"Lewisham","rail",0,1,0,0.3212638,684000,609821.115264013,-0.108448661894718
"1616",6825,NA,NA,"F","N","F",NA,NA,NA,NA,NA,NA,"EN5","E",141,6,7.8,2.4,316,94,"Very Poor","owner-occupied",51.651068,-0.201689,83,113,5,"high barnet","Affinity Water",60200,"Barnet","tube",1,0,0,0.4542434,983000,705102.950789931,-0.282703000213702
"1617",1048,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"BR2","D",101,4,3.7,3.3,211,185,"Average","owner-occupied",51.405409,0.001019,21,43,4,"shortlands","Thames Water",60300,"Bromley","rail",0,1,0,0.2355106,509000,544630.375467842,0.0700007376578428
"1618",14964,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE18","E",163,7,8.6,4.3,298,149,"Average","owner-occupied",51.478142,0.066944,129,75,4,"woolwich arsenal","Thames Water",58800,"Greenwich","light_rail",0,1,1,1.0476804,703000,841401.271262906,0.196872363105129
"1619",10762,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N2","D",164,6,6,2.9,207,100,"Good","owner-occupied",51.588261,-0.162509,84,87,3,"east finchley","Affinity Water",58600,"Barnet","tube",1,0,0,0.1901484,1436000,993528.016622924,-0.308128122128883
"1620",1307,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW3","D",140,5,6.1,5.1,261,220,"Very Poor","owner-occupied",51.555668,-0.191115,28,81,2,"west hampstead thameslink","Thames Water",67300,"Camden","rail",0,1,0,0.5201118,1230000,1334880.93323945,0.0852690514141832
"1621",1430,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E14","B",56.89,3,1.4,1.2,150,125,"Average","rental (private)",51.500964,-0.009437,20,6,2,"crossharbour and london arena","Thames Water",68500,"Tower Hamlets","light_rail",0,0,1,0.4679142,395000,458234.961400217,0.160088509873967
"1622",4658,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW11","D",53,2,3.2,1.1,311,112,"Very Poor","owner-occupied",51.462048,-0.164574,86,18,2,"clapham junction","Thames Water",73000,"Wandsworth","light_rail",0,1,1,0.4082598,504000,454251.448053003,-0.0987074443392793
"1623",12753,NA,NA,"S","N","F",NA,NA,NA,"HIGHGATE",NA,NA,"N6","F",236,11,19,7.1,447,170,"Poor","owner-occupied",51.578407,-0.150567,96,115,3,"highgate","Thames Water",63600,"Camden","tube",1,0,0,0.2976506,2719000,2122338.0496855,-0.219441688236301
"1624",4972,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W5","C",66,3,1.4,1.1,124,100,"Average","rental (private)",51.514018,-0.290152,224,34,3,"ealing common","Thames Water",58600,"Ealing","tube",2,0,0,0.338663,501000,393775.209342727,-0.214021538238069
"1625",1059,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW19","C",148,7,4.1,2.7,158,103,"Average","owner-occupied",51.409282,-0.203023,100,19,3,"merton park","Thames Water",72900,"Merton","light_rail",0,0,1,0.4517578,1128000,1144956.16244427,0.015032058904492
"1626",9298,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE20","D",61,3,3,1.1,277,105,"Very Poor","rental (private)",51.416564,-0.069426,153,63,3,"crystal palace","Thames Water",54200,"Bromley","light_rail",0,1,1,0.4020458,412000,381074.039833384,-0.0750630101131447
"1627",3349,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E18","D",71,3,2.7,2.4,198,180,"Average","rental (private)",51.590516,0.022453,33,37,4,"south woodford","Thames Water",63400,"Redbridge","tube",1,0,0,0.425659,475000,418289.934506725,-0.11938961156479
"1628",3126,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"N12","F",135,5,10,2.6,417,106,"Average","owner-occupied",51.617253,-0.195558,37,77,4,"woodside park","Affinity Water",65800,"Barnet","tube",1,0,0,0.6704906,917000,802730.551503638,-0.124612266626349
"1629",13994,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E14","B",75.25,3,2.3,2.2,173,165,"Good","rental (private)",51.492801,-0.026056,72,3,2,"mudchute","Thames Water",68800,"Tower Hamlets","light_rail",0,0,1,0.6661408,562000,596811.734914683,0.0619425888161616
"1630",7332,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW20","D",177,8,7.4,4.1,237,130,"Good","owner-occupied",51.413258,-0.222568,55,20,4,"raynes park","Thames Water",72900,"Merton","rail",0,1,0,0.3989388,1118000,1183184.94608276,0.0583049607180331
"1631",8005,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N1","C",47,2,1.5,0.9,185,111,"Very Poor","owner-occupied",51.533056,-0.107609,108,40,1,"angel","Thames Water",63500,"Islington","tube",1,0,0,0.2696876,396000,597862.15216725,0.509752909513259
"1632",8093,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"UB1","E",69,4,5.7,1.4,472,114,"Very Poor","rental (private)",51.517111,-0.381507,81,31,4,"southall","Affinity Water",42200,"Ealing","rail",0,1,0,0.9184292,402000,312566.044376253,-0.222472526427232
"1633",3888,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SM2","D",132,5,4.2,2,181,84,"Very Poor","owner-occupied",51.350874,-0.200039,115,83,5,"belmont","SES Water",67900,"Sutton","rail",0,1,0,0.4735068,620000,806990.085178416,0.301596911578091
"1634",11529,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE2","D",90.85,5,3.9,2.5,223,141,"Good","owner-occupied",51.494333,0.115564,52,2,4,"abbey wood","Thames Water",41900,"Greenwich","rail",0,1,0,0.7469228,204000,370252.562938269,0.814963543815043
"1635",8531,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW17","D",95,5,4.1,1.6,246,92,"Good","owner-occupied",51.436366,-0.183631,116,12,3,"earlsfield","Thames Water",63100,"Wandsworth","rail",0,1,0,0.6344494,747000,608177.201760344,-0.185840426023636
"1636",9876,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR2","E",83,4,5.6,1.9,323,97,"Poor","owner-occupied",51.403095,0.008006,139,41,4,"shortlands","Thames Water",63100,"Bromley","rail",0,1,0,0.3442556,586000,484855.017313011,-0.17260235953411
"1637",11355,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"DA14","E",77.53,4,5.4,4.8,418,365,"Poor","owner-occupied",51.421813,0.109164,114,46,5,"sidcup","Thames Water",50500,"Bexley","rail",0,1,0,1.224158,494000,389310.801785429,-0.21192145387565
